dist,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
1000,0.733970692647523,0.704956611787377,0.70191836288414,0.70163752559001,0.701614438519013,0.701608666988659,0.701602895553257,0.701602895553257,0.701602895553257,0.701594650810252
2000,0.795034435605063,0.754839697476992,0.748523196167208,0.747854916151279,0.747803382534057,0.747790266020023,0.747766212809886,0.747764339173989,0.747764339173989,0.747754971135343
3000,0.762493359366326,0.799894353575943,0.790720821748738,0.789685468259973,0.789580421896215,0.789566825355195,0.789539076138931,0.789534959185917,0.789534959185917,0.789518227873249
4000,0.630616690421863,0.827737370878732,0.818403488278974,0.817411067874238,0.817379905207527,0.817384814724548,0.817371358077045,0.81737279618478,0.817371670877188,0.81735254112218
5000,0.461363547453251,0.84582800666861,0.845036989237399,0.844759384078357,0.844826374193919,0.844832730819992,0.844829317413095,0.844831641815021,0.844821947987126,0.844782853758126
6000,0.307715201402112,0.85480786005424,0.870235911411504,0.871458126112989,0.871695148536525,0.871698922216375,0.871690091861943,0.871685952395228,0.871656287236673,0.871558546852918
7000,0.19184813685314,0.854624554105772,0.894353058733502,0.897590295165658,0.89800668782856,0.898007774156818,0.897933226346418,0.897890684852367,0.897832963134472,0.897675535446084
8000,0.112291947818264,0.847059290720741,0.918307094799697,0.924383177184366,0.92505281977612,0.92502597424015,0.924870491949232,0.924743623975238,0.924648323687229,0.924430137004356
9000,0.062047443507773,0.835662641298157,0.943313255756098,0.952322233067376,0.953168942610138,0.953086214164164,0.952821731101034,0.952577383913297,0.952445317834132,0.952160386901875
10000,0.032659053833605,0.756999212575702,0.885254689706676,0.896423768354604,0.897428352636071,0.897408629617854,0.897263513945431,0.897245522971009,0.897160927027851,0.896959749047072
